"CRASH_ID","UNIT_NBR","PRSN_NBR","CHARGE","CITATION_NBR"
14963280,1,1,"NO DRIVERS LICENSE ON DEMAND","EE0141767"
14963280,1,1,"FAILED TO CONTROL SPEED","EE0141767"
14963280,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","EE0141768"
14963293,1,1,"VIOLATE DRIVER LICENSE RESTRICTION TXTRC (521.221)","TX4JZ90NGI0G"
14963294,1,1,"NONE",""
14963294,2,1,"NONE",""
14963376,1,1,"DWI-1ST OFFENSE-0.15 OR MORE","TX4K5A0UVPGO"
14963438,1,1,"FAIL TO CONTROL SPEED","TX4JJC0SQSHO"
14963590,1,1,"DRIVING WHILE INTOXICATED - 2ND - A MISD","TX4JYM0IPRA9"
14963621,1,1,"DRIVING UNDER THE INFLUENCE BY MINOR YEARS OF AGE TXTABC 106","TX4JV20NAA6A"
14963621,1,1,"UNSAFE SPEED TXTRC 545.351","TX4JV20NAA6A"
14963656,1,1,"UNSAFE SPEED","TX4JY90TDZ4P"
14963735,1,1,"UNSAFE SPEED","TX4JT90SQSIW"
14963787,1,1,"FAILURE TO CONTROL SPEED","TX4JYL0PIF9M"
14963917,2,1,"FAIL TO CONTROL SPEED","TX4KAD0UXS3D"
14963976,1,1,"FAILT TO CONTROL SPEED","EE0846582"
14963976,2,1,"NO DRIVERS LICENSE","EE0846581"
14963976,2,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0846582"
14963976,3,1,"FAIL TO CONTROL SPEED","EE0846579"
14963978,1,1,"DUTY ON STRIKING FIXED OBJECT > $200","16-07820"
14963988,3,1,"FAIL TO CONTROL SPEED (TXTRC 545.351)","TX4JUB0NHTKL"
14963989,1,1,"FAIL TO CONTROL SPEED","TX4JYI0JBJ8J"
14964034,1,1,"FAILUER TO YIELD RIGHT OF WAY","02477"
14964034,2,1,"NONE","NONE"
14964081,1,1,"FAIL TO MAINTAIN A SINGLE MARKED LANE  TRC.  545.060","722829"
14964081,1,1,"FAIL TO COMPLY WITH STRIKING FIXTURES ON HIGHWAY","722829"
14964133,1,1,"FIELD YIELD ROW LEFT TURN","128135"
14964133,2,1,"NO DRIVER'S LICENSE","128136"
14964451,1,1,"FAILED TO CONTROL SPEED","076854"
14964458,1,1,"DUTY  ON STRIKING  FIXTURE","201600003425"
14964458,1,1,"FAILURE TO REPORT ACCIDENT","201600003425"
14964593,2,1,"FSGI","25894416"
14964915,1,1,"FAIL TO YIELD RIGHT OF WAY STOP SIGN","24533"
14964915,2,1,"NO DL","24532"
14965264,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","P020529"
14965336,1,1,"FAIL MAINTAIN FINANCIL RESPONSIBLITY","EE0876735"
14965336,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0876735"
14965388,1,1,"NO DRIVERS LICENSE ON DEMAND","EE0975762"
14965388,1,1,"FAIL TO CONTROL SPEED","EE0975762"
14965594,1,1,"NO INSURANCE","944851"
14965626,1,1,"NO DRIVERS LICENSE","138628043"
14965626,1,1,"RAN RED LIGHT","138628043"
14965626,1,1,"NO INSURANCE","138628043"
14966045,1,1,"FAIL TO CONTROL SPEED","SOW-WW373009"
14966122,1,1,"FAIL TO CONTROL SPEED","E0082737"
14966128,1,1,"DRIVING WHILE INTOXICATED",""
14966230,1,1,"DWI",""
14966249,1,1,"DRIVING WHILE INTOXICATED","D.A. LOG # 2224915"
14966259,1,1,"DRIVING WHILE INTOXICATED","HC160017694"
14966421,1,1,"FAILED TO YIELD ROW PRIVATE DRIVE","204209"
14966483,1,1,"TC521.021-NO DRIVERS LICENSE","038715"
14966483,3,1,"550.022-ACCIDENT INV DAMAGE TO VEH","16-020777"
14966504,2,1,"FAIL TO YIELD RIGHT OF WAY-STOP SIGN","C108296"
14966518,1,1,"FAILED TO YIELD ROW","C106849"
14966547,1,1,"NO DL","022710"
14966547,1,1,"EVADING ARREST","ARR-39615"
14966547,1,1,"FMFR","022710"
14966547,1,1,"OPEN CONTAINER","022710"
14966547,1,1,"DUTY UPON STRIKING OR HIGHWAY LANDSCAPE, EVADING ARREST","ARR-39615"
14966547,1,1,"DWI","ARR-39615"
14966578,1,1,"FAIL TO YIELD RIGHT OF WAY YIELD SIGN","616796"
14966578,1,1,"NO DRIVERS LICENSE","616796"
14966617,1,1,"NO INSURANCE","626879"
14966617,1,1,"EXPIRED OR NO VEHICLE REGISTRATION","626879"
14966617,1,1,"DISREGARD RED LIGHT","626879"
14966645,1,1,"FAIL TO DISPLAY DL","3243286"
14966645,1,1,"RAN STOP SIGN","3243286"
14966646,1,1,"FTC REQMTS ON STRIKING FIXTURE ON HIGHWAY","3249592"
14966650,1,1,"DWI","16-0004602"
14966651,1,1,"LEAVING SCENE OF ACCIDENT","3246361"
14966651,1,1,"FTCS","3246361"
14966661,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE978852"
14966661,1,1,"NO DRIVERS LICENSE","EE978852"
14966661,1,1,"FAIL TO CONTROL SPEED","EE978852"
14966661,2,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","SO-EE0978851"
14966661,2,1,"NO DRIVERS LICENSE ON DEMAND","EE978851"
14966662,2,1,"RAN RED LIGHT","SO-EE984014"
14966682,2,1,"EXPIRED DRIVER'S LICENSE","162366"
14966687,1,1,"NO FINANCIAL RESPONSIBILITY","033800"
14966701,2,1,"DWLI","20160256"
14966701,2,1,"INTOXICATION ASSAULT","20160256"
14966766,1,1,"FAIL TO CONTROL SPEED",""
14966788,1,1,"RAN RED LIGHT","275800"
14966788,3,1,"NO DRIVER LICENSE","275801"
14966789,1,1,"FOLLOWED TO CLOSE","274691"
14966789,1,1,"NO DL","274691"
14966789,1,1,"NO INS","274691"
14966789,1,1,"FAIL TO CONTROL SPEED","274691"
14966803,1,1,"FAIL TO CONTROL SPEED","80000352"
14966806,1,1,"DRIVING WITHOUT A DRIVERS LICENSE IN POSSESSION","53897"
14966806,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","53897"
14966828,2,1,"FAIL TO YEILD RIGHT OF WAY","16000390"
14966853,1,1,"DWLI W/ NO INSURANCE ""MB""","16-0001211"
14966853,1,1,"EXPIRED REGISTRATION","CITATION #3247567"
14966853,1,1,"FAIL TO DISPLAY DL","CITATION #3247567"
14966853,1,1,"FTYROW INTERSECTION W/ STOP SIGN","CITATION #3247567"
14966854,1,1,"F.T.C. UPON STRIKING FIXED OBJECT ON HIGHWAY","3235331"
14966854,1,1,"NO PROOF INS","3235331"
14966857,1,1,"F.T.C. UPON STRIKING UNATTENDED VEHICLE","3235329"
14966871,1,1,"FAIL TO YIELD RIGHT OF WAY AT INTERSECTION WITH STOP SIGN","3241755"
14966872,1,1,"RAN STOP SIGN","3241758"
14966887,1,1,"DWLI","CHPD-163311"
14966924,1,1,"UNSAFE LANE CHANGE","16700045"
14966932,1,1,"CHANGED LANES WHEN UNSAFE","1465319"
14967166,1,1,"USE OF WIRELESS DEVICE","07-001752"
14967166,1,1,"FAIL TO CONTROL SPEED","07-001752"
14967208,1,1,"DRIVING WHILE INTOXICATED 2ND OFFENSE","TX4J22OUJC2L"
14967208,1,1,"FAIL TO COMPLYWITH REQUIREMENTS FOR STRIKING A FIXED OBJECT","TX4J22OUJC2L"
14967214,1,1,"FAIL TO REPORT ACCIDENT AT ONCE TO PROPER AUTHORITIES","TX4K4E0NBQM2"
14967214,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY (NO INSURANCE)","TX4K4E0NBQMW"
14967301,1,1,"FAILED TO CONTROL SPEED","EE0095170"
14967308,1,1,"DWI PENDING","PENDING"
14967518,1,1,"FAIL TO YIELD ROW - PRIVATE DRIVE","TX4JKE0TCMPZ"
14967616,1,1,"FAILURE TO CONTROL SPEED","87713"
14967616,2,1,"NONE",""
14967616,2,2,"NONE",""
14967616,3,1,"NONE",""
14967616,3,2,"NONE",""
14967616,4,1,"NONE",""
14967616,4,2,"NONE",""
14967616,5,1,"NONE",""
14967623,1,1,"DRIVING WHILE INTOXICATED","TX4JX30MAO94"
14967694,1,1,"DWLI / FAILURE TO CONTROL SPEED","KT284257"
14967694,3,1,"NO DL","KT284258"
14967694,4,1,"NO DL / FAILURE TO CONTROL SPEED","KT170661"
14967753,1,1,"UNSAFE SPEED","TX4JRL0IJUUB"
14967778,1,1,"RAN RED LIGHT","719533"
14967937,1,1,"DWI 1ST OFFENSE","TX4JD10FTCVP"
14967937,1,1,"FSRA (DAMAGE TO ATTENDED VEHICLE)","TX4JD10FTCVP"
14967951,1,1,"DWI",""
14968205,1,1,"DUTY UPON STRIKING UNATTENDED VEHICLE","2016-15174"
14968236,1,1,"FAIL TO DRIVE IN A SINGLE LANE","TX4KDA0UMMWI"
14968236,1,1,"NO DRIVER LICENSE","TX4KDA0UMMWI"
14968306,1,1,"FAIL TO CONTROL SPEED","TX-14752439"
14968422,1,1,"FTYROW - FROM PRIVATE DRIVE","E1132820"
14968476,1,1,"UNSAFE SPEED","TX4KDD0SAX4C"
14968541,1,1,"RIDE, NOT SECURED BY SAFETY BELT-DRIVER TXTRC545.413(A)","TX4K780NAA80"
14968546,1,1,"NO DRIVER LICENSE WHEN UNLICENSE-NOT CDL 521.021","TX4K8M0NAA82"
14968547,1,1,"FAIL TO PASS TO LEFT SAFELY","TX4KD70UXPD5"
14968547,1,1,"NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL","TX4KD70UXPD5"
14968547,1,1,"DRIVING WHILE INTOXICATED-1ST OFFENSE","TX4JZK0UXPCX"
14968550,1,1,"FAIL TO STOP AND RENDER AID OR GIVE INFORMATION  TXTRC550.02","TX4K0HNAA7M"
14968550,1,1,"FAIL TO CONTROL SPEED  TXTRC 545.351","TX4K0HNAA7M"
14968551,1,1,"FAILN TO CONTROL SPEED TXTRC 545.351","TX4JZF0NAA73"
14968551,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY TXTRC 601.191","TX4JZF0NAA73"
14968551,1,1,"NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL TX TRC521.021","TX4JZF0NAA73"
14968551,2,1,"NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL TXTRC 521.021","TX4JZF0NAA72"
14968640,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE876747"
14968714,1,1,"FAIL TO STOP DESIGNATED POINT/STOP SIGN","SO-EE940043"
14968769,1,1,"UNSAFE SPEED","TX4JZ10PYZTY"
14968965,2,1,"FOLLOWING TOO CLOSELY","C0021775"
14969016,1,1,"FAIL TO CONTROL SPEED","12256"
14969045,1,1,"DRIVING WHILE INTOXICATED",""
14969054,1,1,"FOLLOWING TOO CLOSELY","71801"
14969081,1,1,"DISREGARD STOP SIGN","07804"
14969085,1,1,"TURNED WHEN UNSAFE","W31454"
14969086,1,1,"NO DRIVER'S LICENSE (WHEN UNLICENSED)","21023"
14969086,2,1,"FAIL TO CONTROL SPEED","21024"
14969112,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","49619"
14969112,1,1,"EXPIRED REGISTRATION","49619"
14969112,1,1,"NO DRIVER'S LICENSE (WHEN UNLICENSED)","49619"
14969182,1,1,"POSSESSION OF MARIJUANA","INSTANTER"
14969272,1,1,"FAIL TO CONTROL SPEED","P010957"
14969275,1,1,"POSS CS PG 1<1G",""
14969275,1,1,"DRIVING WHILE INTOXICATED",""
14969322,1,1,"FAILED TO YIELD AT STOP INTERSECTION","540115"
14969329,1,1,"EXPIRED DL","E001742"
14969369,2,1,"DRIVING WHILE LICENSE INVALID MC","0250865"
14969376,1,1,"FOLLOWING TOO CLOSELY","C0031572"
14969376,4,1,"FOLLOWING TOO CLOSELY","C0031571"
14969376,4,1,"FAILED TO DISPLAY OPERATOR/DRIVER LICENSE","C0031571"
14969396,2,1,"FOLLOWING TOO CLOSE","54964"
14969398,1,1,"DRIVING WHILE INTOXICATED>0.15","16-0245"
14969400,1,1,"EXPIRED DRIVERS LICENSE","53795"
14969400,1,1,"FTYROW STOP SIGN","53795"
14969413,1,1,"FAILED TO STOP AT DESIGNATED POINT (AT STOP SIGN)","00158079"
14969418,1,1,"FAILT TO CONTROL SPEED","53469"
14969419,2,1,"FTYROW-LEFT TURN AT STOP SIGN","54839"
14969430,2,1,"EXPIRED REGISTRATION","54740"
14969444,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","29417"
14969444,1,1,"EXPIRED REGISTRATION","29417"
14969482,1,1,"TURN WHEN UNSAFE","064881"
14969482,1,1,"DRIVING WHILE LICENSE INVALID (B)","064881"
14969569,1,1,"FAILED TO CONTROL SPEED","36479"
14969585,1,1,"DRIVING WHILE LICENSE INVALID (B)",""
14969585,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY-C","064569"
14969589,1,1,"BACKED WITHOUT SAFETY","35556"
14969591,1,1,"FAIL TO CONTROL SPEED","34204"
14969591,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","34205"
14969591,3,1,"FAIL TO CONTROL SPEED","34204"
14969592,1,1,"FAIL TO CONTROL SPEED","34862"
14969594,1,1,"FAILED TO DRIVE IN SINGLE LANE","33794"
14969594,1,1,"DRIVING WHILE LICENSE SUSPENDED","33794"
14969595,1,1,"DEFECTIVE EQUIPMENT (RT TIRE)","35915"
14969596,1,1,"DRIVING WITH LICENSE SUSPENDED","33792"
14969602,1,1,"FAIL TO DRIVE IN A SIGNAL LANE","33246"
14969602,1,1,"DISPLAYED EXPIRED REGISTRATION","332465"
14969614,1,1,"NO DRIVER'S LICENSE (WHEN UNLICENSED)","34111"
14969614,1,1,"FAIL TO CONTROL SPEED","34111"
14969617,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","34706"
14969617,1,1,"UNSAFE SPEED","34706"
14969617,1,1,"DRIVING WHILE LICENSE INVALID(DRIVING WHILE LICENSE SUSPENDE","34706"
14969618,1,1,"FAIL TO CONTROL SPEED","33763"
14969620,1,1,"FAIL TO REPORT INJURY ACCIDENT AT ONCE(TO PROPER AUTHORITIES","34547"
14969620,1,1,"BACKED SO AS TO INTERFERE OR WITHOUT SAFETY","34547"
14969622,1,1,"FAIL TO CONTROL SPEED","31961"
14969625,1,1,"DRIVING WHILE LICENSE INVALID(DRIVING WHILE LICENSE SUSPENDE","33790"
14969625,1,1,"FAIL TO CONTROL SPEED","33790"
14969656,1,1,"FAIL TO CONTROL SPEED/UNSAFE/INAPPROP SPEED","025882"
14969733,1,1,"FAIL TO YIELD ROW TURNING LEFT","064693"
14969734,1,1,"NO DRIVERS LICENSE","884110"
14969734,1,1,"FAIL TO CONTROL SPEED","884110"
14969736,1,1,"FAIL TO CONTROL SPEED","92154"
14969749,1,1,"FAIL TO CONTROL SPEED","700066656"
14969760,1,1,"NO DRIVERS LICENSE","G0029136"
14969764,1,1,"FAIL TO YIELD ROW-STOP SIGN","WW397142"
14969769,1,1,"FAIL TO CONTROL SPEED","30003884"
14969769,2,1,"FAIL TO DISPLAY DRIVERS LICENSE","30003885"
14969769,3,1,"NO DRIVER'S LICENSE","30003886"
14969773,1,1,"BACKING-UNSAFE/ILLEGAL","91738"
14969777,1,1,"RAN RED LIGHT","91945"
14969781,1,1,"DRIVING WHILE LIC SUSPENDED/INVALID","SO00052420"
14969798,1,1,"FAIL TO YIELD RIGHT OF WAY","33924"
14969803,1,1,"FAIL TO CONTROL SPEED","D0074462"
14969807,1,1,"FAIL TO CONTROL SPEED","D0074222"
14969808,1,1,"TURN WHEN UNSAFE","D0074174"
14969811,1,1,"UNSAFE LANE CHANGE","D0074138"
14969841,1,1,"FAIL TO CONTROL SPEED","D0074968"
14969848,1,1,"UNSAFE BACKING","D0074923"
14969849,1,1,"(FSGI) ACCIDENT INVOLVING DAMAGE TO VEHICLE-CLASS B",""
14969857,1,1,"TURN WHEN UNSAFE","D0075653"
14969859,1,1,"NO DL","D0075650"
14969859,1,1,"FAIL TO CONTROL SPEED","D0075650"
14969861,1,1,"FAIL TO YIELD ROW TURNING LEFT","D0075594"
14969863,1,1,"FAIL TO CONTROL SPEED",""
14969864,1,1,"FAIL TO CONTROL SPEED","D0075448"
14969867,1,1,"FAIL TO DRIVE IN SINGLE MARKED LANE","75417"
14970057,1,1,"VIOLATE D.L. RESTRICTION A","EE065575"
14970057,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE065575"
14970093,2,1,"TC 601.191-FAIL TO PROVIDE PROOF OF FINANCIAL RESPONSIBILITY","E0147663"
14970135,1,1,"DISPLAYED EXPIRED LICENSE PLATE","TX4JZ20SRF1G"
14970135,1,1,"UNSAFE SPEED","TX4JZ20SRF1G"
14970135,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4JZ20SRF1G"
14970135,1,1,"NO DRIVERS LICENSE WHEN UNLICENSED-NOT CDL","TX4KD40SRF2I"
14970147,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4KD40SRF2J"
14970147,1,1,"NO DRIVERS LICENSE WHEN UNLICENSED-NOT CDL","TX4KD40SRF2J"
14970168,1,1,"UNSAFE SPEED","TX4JTA0SQSIX"
14970176,1,1,"FAIL TO MAINTAIN ASSURED CLEAR DISTANCE","14150281"
14970177,1,1,"FTYROW - FROM PRIVATE DRIVE","14175939"
14970255,1,1,"NO DRIVERS LICENSE",""
14970255,1,1,"AMC FOLLOWING TOO CLOSELY - COLLISION","14189731"
14970289,2,1,"FAIL TO YIELD ROW-STOP SIGN","TX4JD0YO2E"
14970519,1,1,"FAIL TO CONTROL SPEED","TX4JPE0FILD9"
14970519,2,1,"FAIL TO CONTROL SPEED","TX4JPD0FILD8"
14970812,2,1,"BACKING WITHOUT SAFETY","TX4KEE0TAV7N"
14970812,2,1,"FSRA OR GIVE INFORMATION (ACCIDENT 550.022)","TX4KEE0TAV7N"
14970906,1,1,"FAILURE TO MAINTAN SINGLE LANE",""
14971013,2,1,"DISREGARD OFFICIAL TRAFFIC CONTROL DEVICE","TX4JXG0UOCLI"
14971014,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4K7K0PLWBQ"
14971014,2,1,"FAIL TO YIELD ROW - CHANGING LANES","TX4KAL0PLWC9"
14971149,1,1,"FAIL TO CONTROL SPEED","EE0909229"
14971314,1,1,"DWI",""
14971321,1,1,"FAIL TO CONTROL SPEED","C4-EE203773"
14971323,2,1,"FOLLOWING TOO CLOSELY","EE0208473"
14971323,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONCIBILITY","EE0208473"
14971354,1,1,"FAILED TO DRIVE IN SINGLE LANE","023898"
14971591,1,1,"NO DRIVERS LICENSE","016957"
14971591,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","016957"
14971617,1,1,"BACKED SO AS TO INTERFERE OR WITHOUT SAFETY","10262"
14971828,1,1,"FAILED TO CONTROL SPEED","18-891695"
14971946,1,1,"FAILED TO DRIVE IN A SINGLE LANE","TX4JWN0HEZ3A"
14971953,1,1,"FAIL TO CONTROL SPEED","TX4JYK0HEZ3F"
14972026,1,1,"FAILED TO CONTROL SPEED","TX4JVJ0HEZ2V"
14972526,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4K00FKDZR"
14972571,2,1,"FAIL TO CONTROL SPEED","TX4JN90ULOBA"
14972675,1,1,"EXPIRED REGISTRATION","EE0865357"
14972675,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0865357"
14972755,1,1,"DWI","16-055259"
14972846,1,1,"FSGI",""
14972887,1,1,"DRIVING WHILE INTOXICATED","DA LOG #2235973"
14972891,1,1,"FAIL TO CONTROL SPEED","SO-EE980013"
14973117,1,1,"FAILURE TO YIELD RIGHT OF WAY","00065112"
14973144,1,1,"UNSAFE SPEED","N024578"
14973161,1,1,"NO DRIVER'S LICENSE","N02402"
14973161,1,1,"PASSING NOT IN SAFETY","N024042"
14973161,1,1,"EXPIRED REGISTRATION","N02402"
14973161,2,1,"NO DRIVER'S LICENSE","N02401"
14973171,1,1,"FAIL TO YEILD ROW AT OPEN INTERSECTION","U070767"
14973202,1,1,"RAN RED LIGHT",""
14973214,1,1,"DRIVING WHILE INTOXICATED 2ND",""
14973216,1,1,"NO DRIVERS LICENSE","C034297"
14973229,1,1,"DRIVING WHILE INTOXICATED",""
14973232,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","C034299"
14973244,1,1,"DRIVING WHILE INTOXICATED","1601230026"
14973257,1,1,"FAILED TO MANTAIN FINANCIAL RESPONSIBILITY","051606"
14973257,1,1,"PUBLIC INTOXICATION","4494"
14973295,1,1,"DRIVING WHILE INTOXICATED",""
14973295,1,1,"FAIL TO NOTIFY OWNER-STRIKING FIXTURE/LANDSCAPING",""
14973429,1,1,"DRIVING WHILE LICENSE INVALID","400001373"
14973429,2,1,"NO DRIVER LICENSE","400001374"
14973432,1,1,"FOLLOWING TOO CLOSELY/ACCIDENT","400001365"
14973434,1,1,"FTYRW OPEN INTERSECION (CRASH)","40001327"
14973434,2,1,"FTMFR","WARRANT REQUEST"
14973434,2,1,"EXPIRED REGISTRATION","WARRANT REQUEST"
14973434,2,1,"NO DL/CHILD SEAT BELT VIOLATIONS - X3","WARRANT REQUEST"
14973436,1,1,"FAIL TO CONTROL SPEED/WARNING","300001747"
14973436,1,1,"FAILED TO DRIVE SINGLE LANE/CITATION","300001747"
14973436,1,1,"NO SEAT BELT DRIVER/WARNING","300001747"
14973726,1,1,"RAN RED LIGHT","15248519"
14973771,1,1,"DRIVING WHILE INTOXICATED-1ST OFFENSE (TXPC 49.04(B))","TX4JWD0SIRQ3"
14973791,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4K6G0NSNKL"
14973933,1,1,"DRIVING WHILE INTOXICATED",""
14974069,1,1,"FAIL TO CONTROL SPEED","C4-EE220441"
14974086,3,1,"TURNING WHEN UNSAFE","TX4JVE0FXS6E"
14974094,1,1,"BACKING NOT IN SAFETY","EE221808"
14974104,1,1,"UNSAFE SPEED  (TXTRC: 545.351)","TX4JWB0PIJ7R"
14974302,2,1,"FAILURE TO CONTROL SPEED",""
14974414,1,1,"FAIL TO STOP AND GIVE  INFORMATION","TX4JXG0SHA23"
14974459,3,1,"CHANGED LANES WHEN UNSAFE","18-038398"
14974580,2,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-657854"
14974680,1,1,"NO DRIVERS LICENSE WHEN UNLICENSED","TX4KGA0SIOAOJ"
14974680,1,1,"FAIL TO DRIVE IN A SINGLE LANE","TX4KGA0SIOAOJ"
14974680,1,1,"DWI","TX4KGA0SIOAOJ"
14974834,1,1,"FAIL TO CONTROL SPEED","TX4JJE0UVK95"
14974842,1,1,"DRIVING WHILE INTOXICATED - 2ND OFFENSE","TX4JVL0HEZ32"
14974898,1,1,"POSSESSION OF MARIHUANA <2OZ (TXHSC 481.121(B)(1))","TX4JWL0YAYE5"
14974898,1,1,"DRIVING WHILE INTOXICATED- 1ST OFFENSE (TXPC 49.04)","TX4JWL0YAYE5"
14975106,1,1,"FAIL TO LEAVE INFORMATION","16-7531"
14975107,1,1,"LEAVE SCENE OF ACCIDENT","1571649"
14975107,1,1,"FAIL TO MAINTAIN A SINGLE LANE","1571649"
14975107,1,1,"FAIL TO REPORT ACCIDENT","1571649"
14975107,1,1,"FTLI","1571649"
14975804,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","051363"
14975884,1,1,"INTOXICATED ASSAULT","16-00348"
14975884,1,1,"FAIL TO STOP AND RENDER AID","16-00348"
14976095,1,1,"DRIVING WHILE INTOXICATED","HC160032878"
14976627,1,1,"DRIVING WHILE INTOXICATED","HC160032993"
14977537,1,1,"FAIL TO DRIVE IN SINGLE LANE (TXTRC 545.060(A))","TX4K8E0UMAGF"
14977537,3,1,"NO DRIVER LICENSE WHEN UNLICENSED-  NOT CDL (TXTRC 521.021)","TX4K8E0UMAGG"
14977566,1,1,"NO DRIVERS LICENSE","SO-EE961673"
14977566,1,1,"FAIL TO CONTROL SPEED","SO-EE961673"
14977591,1,1,"FAILURE TO CONTROL SPEED","SO-EE745744"
14977646,1,1,"FAIL TO CONTROL SPEED","EE0216922"
14978053,1,1,"FAIL TO YIELD ROW LEFT TURN","00589061"
14978053,2,1,"FAIL TO CONTROL SPEED","00589062"
14978601,1,1,"DRIVING WHILE INTOXICATED","HC160032995"
14978989,1,1,"F.T.C. UPO STRIKING UNATTENDED VEHICLE","3234866"
14978992,1,1,"LEAVING THE SCENE OF AN ACCIDENT","MB"
14978992,1,1,"EVADING ARRESST OR DETENTION IN MORTOR VEHICLE","SJF"
14979050,1,1,"RAN RED LIGHT","3245266"
14979076,1,1,"FAILED TO CONTROL SPEED","D092597"
14979091,1,1,"DUTY ON STRIKING FIXTURE/HIGHWAY LANDSCAPE","379960"
14980009,1,1,"FAIL TO CONTROL SPEED","TX4K6L0IRO34"
14980096,1,1,"NO DRIVER'S LICENSE","TX4K3E0TCEJM"
14980096,1,1,"FAIL TO COMPLY WITH REQUIREMENTS STRIKING LANDSCAPING>$200","TX4JZF0TCEJ9"
14980096,1,1,"DRIVING WHILE INTOXICATED","TX4JZF0TCEJ9"
14980096,1,1,"UNSAFE SPEED","TX4K3E0TCEJM"
14980324,1,1,"UNSAFE SPEED","38545213"
14980485,1,1,"FAIL TO MOVE RIGHT W/ SAFETY","643106"
14980666,1,1,"NO DRIVERS LICENSE","TX4JUB0UBB0R"
14980666,2,1,"STOP, STAND, PARK, MAIN TRAVELED WAY OUTSIDE URBAN DISTRICT","TX4JUA0UBB0P"
14980671,1,1,"EVADING ARREST AND DETENTION IN VEHICLE","TX4K000UAY94"
14980910,1,1,"DWI",""
14981051,1,1,"FAILED TO STOP & GIVE INFORMATION  TRC.  550.023","722291"
14981147,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0913973"
14981510,1,1,"DISREGARDED RED LIGHT (TRAFFIC SIGNAL)","18874"
14981516,1,1,"FAILED TO CONTROL SPEED","725752"
14981595,1,1,"RUNNING A STOP SIGN","E0029603"
14981595,1,1,"RAN RED LIGHT","E0029603"
14981683,1,1,"FAIL TO YIELD RIGHT OF WAY","G-14904"
14981689,1,1,"NO FINANCIAL RESPONSIBILITY","16-75578"
14981689,1,1,"NO OPERATOR DRIVER LICENSE","16-75578"
14981786,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","C21-645232"
14981798,1,1,"NO DRIVER'S LICENSE (WHEN UNLICENSED)","054084"
14981798,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY/NO LIABILITY INS","054084"
14981798,1,1,"EXPIRED LICENSE PLATE","054084"
14981807,1,1,"FTMFR (NO INSURANCE)","81016"
14981807,1,1,"NO DRIVERS LICENSE","81016"
14981969,1,1,"ACCIDENT INVOLVING DAMAGE >$200.00","INSTANTER"
14981969,1,1,"DWI 2ND","INSTANTER"
14982043,1,1,"FAIL TO CONTROL SPEED","E0035582"
14982059,1,1,"NO DRIVER'S LICENSE","1602040030"
14982059,1,1,"DISREGARD TRAFFIC CONTROL DEVICE","1602040030"
14982088,1,1,"RAN STOP SIGN","U074073"
14982089,1,1,"FAILED TO YIELD RIGHT AWAY","U073606"
14982117,1,1,"IMPROPER START FROM STOPPED POSITION","2767641"
14982118,1,1,"FAIL TO YIELD ROW-RESULTING IN ACCIDENT","2770108"
14982120,1,1,"BACKED SO AS TO INTERFERE OR WITHOUT SAFETY","2756800"
14982123,1,1,"FAIL TO CONTROL SPEED","2763639"
14982123,1,1,"NO DRIVER'S LICENSE (WHEN UNLICENSED)","2763639"
14982131,1,1,"FAIL TO CONTROL SPEED","2759393"
