"CRASH_ID","UNIT_NBR","PRSN_NBR","CHARGE","CITATION_NBR"
15184971,1,1,"UNSAFE LANE CHANGE","16310103"
15184973,1,1,"FAILED TO CONROL SPEED","TX4NAH0STJ8V"
15184976,1,1,"FAIL TO CONTROL SPEED","TX4N9FOSUH49"
15184976,2,1,"EXPIRED DRIVER LICENSE","TX4N9FOSUH4A"
15184984,1,1,"FTYROW FROM STOP SIGN","18-957630"
15184987,1,1,"DWI 1ST","TX4NB10PXGC3"
15184995,1,1,"IMPORPERT START FROM PARKED POSITION","18-958522"
15184998,1,1,"FAILURE TOO CONTROL SPEED","T4330673"
15184998,3,1,"EXPIRED DRIVERS LICENSE","18-947496"
15185001,1,1,"PASS NO PASSING ZONE","1475726"
15185022,1,1,"DRIVING WHILE INTOXICATED","TX4N760UVQ0X"
15185032,1,1,"FTMFR","T4343016"
15185032,1,1,"FT: CONTROL SPEED","T4343016"
15185032,1,1,"REGIS/UNREGIS VEH","T4343016"
15185032,1,1,"DL/NO OPER LIC","T4343016"
15185052,1,1,"FAILED TO YIELD ROW: ENTERING HIGHWAY","1461813"
15185058,1,1,"FAIL TO CONTROL SPEED","1649524"
15185059,1,1,"FAILED TO CONTROL SPEED","1454502"
15185061,1,1,"FAIL TO CONTROL SPEED","16-58454"
15185069,1,1,"FAIL TO ENTER INTERSECTION SAFELY","10254831"
15185078,1,1,"FAILURE TO LEAVE INFORMATION UPON STRIKING ATTENDED VEHICLE","16-22067"
15185078,1,1,"DRIVING WHILE INTOXICATED","16-22067"
15185094,1,1,"FAIL TO YLD ROW-TURNING LFT","15-70690"
15185096,3,1,"DWI-2ND","SAPD16139156"
15185098,1,1,"DWI 2ND",""
15185102,1,1,"DRIVING WHILE LICENSE INVALID","TX4N8K0PCMU8"
15185102,1,1,"FAIL TO COMPLY W/ REQUIREMENTS STRIKING STRUCTURE/FIXTURE","TX4N8K0PCMU8"
15185102,1,1,"OPEN CONTAINER - DRIVER","TX4N8K0PCMU8"
15185103,1,1,"UNSAFE/IMPROPER TURN","16-51223"
15185107,1,1,"FAILED TO CONTROL SPEED","139008021"
15185113,1,1,"DWI","160033611"
15185117,1,1,"DWI","16-21748"
15185117,1,1,"DWI","16-21748"
15185135,3,1,"FAIL TO CONTROL SPEED","0373327"
15185141,1,1,"CHANGED LANES WHEN UNSAFE","138937346"
15185143,1,1,"FAILED TO CONTROL SPEED","138802535"
15185144,1,1,"FTYROW - TURNING LEFT","000757142"
15185169,1,1,"FAIL TO YIELD ROW- STOP/YIELD","E240729"
15185183,1,1,"RAN STOP SIGN","L28133"
15185183,2,1,"DWLI","L21156"
15185190,1,1,"FAILURE TO CONTROL SPEED","1454807"
15185191,1,1,"DWI","160034647"
15185208,2,1,"FAIL TO YIELD ROW TURNING LEFT","TX4NAF0NOEQH"
15185212,1,1,"UNSAFE MOVEMENT-LEFT","15198692"
15185215,1,1,"FAILED TO MAINTAIN ASSURED CLEAR DISTANCE","161820383"
15185218,1,1,"FAILUIRE TO YIELD AT YIELD SIGN","15378007"
15185229,1,1,"FAILED TO CONTROL SPEED","12314447"
15185235,1,1,"FAIL TO GIVE ONE-HALF OF ROADWAY MEETING ONCOMING VEHICLE","TX4N8M0UOBUZ"
15185235,1,1,"DWI- 2ND","TX4N8J0UOBUY"
15185239,1,1,"NO DRIVER LICENSE","138871354"
15185239,2,1,"NO SEAT BELT","138871336"
15185245,1,1,"FAIL TO CONTROL SPEED","TX4NBIOPVVHN"
15185257,3,1,"FAILED TO CONTROL SPEED","TX4NAA0UTEXS"
15185265,1,1,"RIDE NOT SECURED BY SAFETY BELT, DRIVER","TX4N6F0UQFA6"
15185265,1,1,"FAIL TO YIELD ROW","TX4N6F0UQFA6"
15185265,2,1,"RIDE NOT SECURED BY SAFETY BELT, DRIVER","TX4N6F0UQFA7"
15185266,1,1,"FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY","9111275"
15185273,1,1,"NO INSURANCE","138909084"
15185273,2,1,"NO DRIVER LICENSE","138909093"
15185275,1,1,"FAILURE TO YEILD RIGHT OF WAY","14143239"
15185276,1,1,"FAIL TO CONTROL SPEED","TX4NBK0SFMON"
15185280,1,1,"FAILURE TO YIELD RIGHT OF WAY LEFT TURN FROM PRIVATE DRIVE","14189429"
15185309,1,1,"FAIL TO MAINTAIN FINANCIAL RESP. SUBSEQUENT","E0013683"
15185320,1,1,"POSS MARIJ <2OZ",""
15185320,1,1,"POSS CS  PG 1 <1G ANALOGUE",""
15185320,1,1,"DRIVING WHILE INTOXICATED",""
15185324,1,1,"FAIL TO DRIVE IN A SINGLE LANE","TX4N6M0UMJMO"
15185325,1,1,"DWLI","10207667"
15185325,1,1,"FAILURE TO CONTROL SPEED","10207667"
15185326,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","413976"
15185341,1,1,"FAIL TO CONTROL SPEED","TX4NBD0SULR6"
15185341,3,1,"DRIVING WHILE LICENSE INVALID","TX4NBEOSULR8"
15185347,1,1,"UNSAFE SPEEED","TX4N9I0NLH3A"
15185351,2,1,"FAIL TO CONTROL SPEED","TX4NCF0UGIKF"
15185351,2,1,"IMPROPER DL FOR TYPE OF VEHICLE","TX$NDE0UGIKK"
15185351,3,1,"FAIL TO CONTROL SPEED","TX4NCF0UGIKG"
15185358,2,1,"FAIL TO CONTROL SPEED","10255205"
15185361,1,1,"CHANGING LANES UNSAFELY","139920884"
15185361,1,1,"NO DRIVER LICENSE","139920884"
15185361,1,1,"FAILURE TO CONTROL SPEED","139920884"
15185363,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4N5A0FWYPU"
15185371,1,1,"FAIL TO CONTROL SPEED - ACCIDENT / FAIL TO DISPLAY D/L","A3804980"
15185377,1,1,"RAN RED LIGHT-SOLID","L29935"
15185380,1,1,"FAIL DISPLAY DRIVERS LICENSE","TX01500E590129"
15185383,1,1,"FAIL TO YIELD RIGHT OF WAY - LEFT TURN AT INTERSECTION","A2707196"
15185384,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE1006697"
15185384,1,1,"RAN STOP SIGN","EE1006697"
15185384,1,1,"NO DRIVERS LICENSE","EE1006697"
15185401,1,1,"FAIL TO CONTROL SPEED","E20012654"
15185404,1,1,"FAIL TO YIELD ROW-LEFT TURN","L29599"
15185413,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0981949"
15185417,1,1,"FAIL TO CONTROL SPEED","SO-EE1002075"
15185420,1,1,"CHANGED LANES WHEN UNSAFE","3403562"
15185421,1,1,"IMPROPER LANE CHANGE LEFT -RIGHT","E20012637"
15185421,2,1,"NO VALID DL ON PERSON","E20012638"
15185425,1,1,"FAILED TO CONTROL SPEED","138995577"
15185450,1,1,"FAILURE TO YIELD ROW-STOP SIGN (ACCIDENT)","139052234"
15185450,2,1,"FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY","139052225"
15185464,1,1,"FAIL TO GIVE ONE HALF OF ROADWAY","TX4NCI0FTEMM"
15185464,3,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4NCIOFTEMN"
15185464,3,1,"DRIVING WHILE LICENSE INVALID","TX4NCIOFTEMN"
15185466,1,1,"NO OPERATORS LICENSE","M 077802"
15185471,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4N5C0JBX6X"
15185498,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","E0038101"
15185498,1,1,"FAIL TO CONTROL SPEED WITH ACCIDENT(545.351)","E0038101"
15185501,1,1,"FAILED TO CONTROL SPEED","TX4NAI0YCZUA"
15185505,1,1,"FAIL TO YIELD RIGHT OF WAY TURNING LEFT","TX4NDG0FTEMR"
15185506,1,1,"FAIL TO CONTROL SPEED","31918"
15185512,1,1,"DRIVING WHILE LICENSE INVALID","TX4NCD0FXY4C"
15185512,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4NCD0FXY4C"
15185512,1,1,"FAIL TO CONTROL SPEED","TX4NCD0FXY4C"
15185516,1,1,"DRIVING WHILE INTOXICATED",""
15185517,1,1,"DISREGARD STOP SIGN","E017404"
15185521,1,1,"INVAID DRIVERS LICENSE","065917"
15185521,1,1,"FOLLOWING TO CLOSE","065917"
15185526,1,1,"NO SEATBELT DRIVER","E029352"
15185526,1,1,"FAIL TO ALTER COURSE WITH SAFETY","E029352"
15185557,1,1,"FAIL TO YIELD ROW","TX4N5B0U0S52"
15185571,1,1,"RAN RED LIGHT","138934275"
15185581,1,1,"NOL","M031563"
15185583,1,1,"FAILED TO YIELD ROW TURNING LEFT","TICKET WRITER MALFU"
15185584,1,1,"DRIVING WHILE INTOXICATED","16-015253"
15185586,1,1,"FAIL TO YIELD RIGHT OF WAY","AT10299712"
15185593,1,1,"FAIL TO CONTROL SPEED","87315"
15185602,1,1,"NO INSURANCE","P648843B"
15185602,1,1,"NOL","P648843A"
15185602,2,1,"EXP VEH REG","P648844A"
15185604,1,1,"NO DRIVERS LICENSE","803239"
15185604,1,1,"NO INSURANCE","803239"
15185608,3,1,"FAIL TO CONTROL SPEED","TX4N5I0SSE0T"
15185608,4,1,"FAIL TO CONTROL SPEED","TX4N5I0SSE0U"
15185609,1,1,"FAILED TO YIELD STOP SGIN","GB023848"
15185613,1,1,"FYROW FROM STOP SIGN","10248852"
15185618,1,1,"FAIL TO YIELD ROW TURING LEFT","138934512"
15185618,2,1,"EXPIRED LICENSE, NO INSURANCE","138934512"
15185626,2,1,"FAIL TO DISPLAY DL","S754097"
15185635,1,1,"DWLI / NO INSURANCE",""
15185657,1,1,"FAIL TO CONTROL SPEED","EE0106243"
15185657,1,1,"CHANGED LANE WHEN UNSAFE","EE0106243"
15185671,1,1,"FAIL TO YLD ROW/DRIVE/ALLEY/BLDG","SO-EE1007036"
15185697,1,1,"FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY",""
15185697,1,1,"FAILURE TO REPORT & REMAIN AT THE SCENE","18-938531"
15185713,1,1,"FAILED TO YIELD RIGHT OF WAY - STOP SIGN","139022816"
15185726,1,1,"DISREGARD STOP SIGN (#) (TXTRC 545.151)","TX4N9G0SRUAY"
15185738,1,1,"FAILURE TO CONTROL SPEED",""
15185746,2,1,"FYROW-LEFT TURN","AT10427667"
15185749,1,1,"UNSAFE SPEED","TX4N8H0UWH25"
15185755,1,1,"NO DRIVERS LICENSE","138984876"
15185755,1,1,"FAILED TO CONTROL SPEED//ACC","138984876"
15185757,1,1,"FAILED TO YROW","AT-10358130"
15185757,1,1,"NO DL","AT-10358128"
15185757,2,1,"NO DL","AT-10358129"
15185770,1,1,"NO DL",""
15185770,1,1,"FAILED TO YEILD R.O.W","139017821"
15185771,1,1,"FAILED TO CONTROL SPEED","139017812"
15185775,1,1,"FAIL TO CONTROL SPEED","E240701"
15185780,1,1,"FAIL TO YIELD RIGHT OF WAY -TURNING LEFT","A2908955"
15185787,2,1,"FAILED TO YIELD ROW-LEAVING STOP SIGN(ACC)","139046731"
15185788,1,1,"FAIL TO PASS TO RIGHT SAFELY","TX4N7EDPXEBR"
15185789,1,1,"CHANGED LANES WHEN UNSAFE","134722436"
15185789,1,1,"NO INSURANCE","134722436"
15185797,2,1,"FAIL TO CONTROL SPEED","10230516"
15185802,2,1,"FAIL TO YIELD ROW - STOP INTERSECTION","10207649"
15185837,1,1,"DRIVING WHILE INTOXICATED 2ND",""
15185837,1,1,"WANTED PERSON",""
15185845,1,1,"FAIL TO CONTROL SPEED","EPSO0040639"
15185854,1,1,"FAIL TO CONTROL SPEED","EE0103098"
15185856,1,1,"NO TDL","138979714"
15185856,1,1,"FAILURE TO STOP AT RED LIGHT (ACCIDENT)","138979714"
15185872,1,1,"DISREGARD STOP SIGN","25-045933"
15185881,1,1,"DRIVING WHILE INTOXICATED","16-177053"
15185885,1,1,"FTD SINGLE LANE","18949686"
15185886,1,1,"FAILED TO MAINTAIN SINGLE LANE","25-046359"
15185887,1,1,"DRIVING WHILE INTOXICATED","D16-04901"
15185895,1,1,"DRIVING WHILE INTOXICATED","2016003716"
15185904,2,1,"DRIVING WITH NO LICENSE","138893745"
15185908,1,1,"MINOR DRIVING WITH ANY ALCOHOL INFLUENCE","080960916"
15185909,1,1,"FSRA",""
15185911,1,1,"DRIVING WHILE INTOXICATED 2ND",""
15185912,1,1,"DL-DWLI","4046347"
15185927,1,1,"NO INSURANCE","E031893"
15185929,1,1,"NO DL","T693016"
15185929,1,1,"FAIL TO STOP AND PROVIDE INFORMATION","T693016"
15185932,1,1,"UNSAFE TURN","83048"
15185934,1,1,"UNSAFE SPEED AND NO INSURANCE","257143"
15185935,1,1,"FAIL TO CONTROL SPEED","T273955"
15185939,1,1,"FAIL TO CONTROL SPEED","4041941"
15185940,2,1,"D.W.L.I","M 053486"
15185946,1,1,"NO DRIVERS LICENSE","M057185"
15185951,1,1,"FAIL TO CONTROL SPEED","SUMMONS"
15185963,1,1,"FAIL TO CONTROL SPEED","C0034702"
15185964,2,1,"FAIL TO YIELD ROW TURNING LEFT  TRC.  545.152","727951"
15185983,1,1,"NO OPERATORS LICENSE","P951498-1"
15185983,1,1,"EXPIRED REGISTRATION","P951498-2"
15185986,1,1,"FAIL TO YROW STOP SIGN(GARRETT)","TX4NCI0PXMD1"
15185995,1,1,"NO DRIVERS LICENSE",""
15185995,1,1,"NO INSURANCE",""
15186026,1,1,"FOLLOWING TOO CLOSELY","178400"
15186055,1,1,"FAIL TO YIELD RIGHT OF WAY","97087"
15186169,1,1,"IMPROPER RIGHT TURN","146931"
15186170,1,1,"FAIL TO DRIVE IN SINGLE LANE","718125"
15186172,1,1,"FAIL TO YIELD RIGHT OF WAY- LEFT TURN","136453"
15186336,1,1,"UNSAFE BACKING","P0036696"
15186339,1,1,"FAIL TO YIELD ROW-VEHICLE IN INTERSECTION","P0036706"
15186391,1,1,"NO DRIVERS LICENSE","H3238"
15186391,1,1,"FAIL TO CONTROL SPEED","H3238"
15186443,1,1,"DLR B LICENSED DRIVER 18 YRS","101390"
15186443,1,1,"SPEED FAIL TO CONTROL SPEED UNSAFE","101390"
15186443,2,1,"DL EXPIRED LICENSE","101389"
15186443,2,1,"DLR B LICENSED DRIVER 18 YRS","101388"
15186453,1,1,"FAIL TO CONTROL SPEED","09135"
15186456,1,1,"FAILED TO PASS TO RIGHT SAFELY","I005386"
15186456,1,1,"FAIL TO DISPLAY DRIVER'S LICENSE","I005387"
15186456,2,1,"NO DRIVER'S LICENSE - CLASS C","I005389"
15186456,2,1,"TURNED IMPROPERLY - WIDE RIGHT","I005388"
15186490,1,1,"FAIL TO CONTROL SPEED",""
15186500,1,1,"FAILED TO CONTROL SPEED","TX4N5A0STQG8"
15186507,1,1,"UNSAFE SPEED","025680"
15186511,1,1,"IMPROPER START FROM PARKED POSITION","138796217"
15186513,1,1,"FAIL TO CONTROL SPEED","12001424"
15186519,1,1,"FAIL TO CONTROL SPEED","10014121"
15186524,1,1,"FAIL TO CONTROL SPEED","12001434"
15186528,1,1,"UNSAFE SPEED","TX4NCH0PSR0Q"
15186535,1,1,"FAIL TO CONTROL SPEED","12001421"
15186538,1,1,"NO DRIVER'S LICENSE","292374"
15186538,1,1,"FAILED TO  DRIVE IN A SINGLE LANE","292374"
15186538,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","292374"
15186550,1,1,"FAIL TO CONTROL SPEED (ACC)",""
15186558,1,1,"FAILURE TO CONTROL SPEED (ACC)","139088546"
15186565,1,1,"FAIL TO CONTROL SPEED","12001033"
15186566,1,1,"FAIL TO YIELD TO PEDESTRIAN","40993"
15186566,1,1,"NO INSURANCE","40993"
15186568,1,1,"FAIL TO CONTROL SPEED","041869"
15186568,2,1,"FAIL TO CONTROL SPEED","041870"
15186568,3,1,"FAIL TO CONTROL SPEED","041871"
15186569,2,1,"FAILED TO YIELD ROW (YIELD SIGN) (LEFT TURN) (ACC)","138909136"
15186574,1,1,"LEAVE SCENE OF ACCIDENT","E018706"
15186584,1,1,"FAIL TO YIELD ROW-PRIVATE DRIVE","KMC 838402"
15186586,1,1,"UNSAFE BACKING","KMC 838403"
15186592,1,1,"FAIL TO YIELD ROW-LEFT TURN","1171526"
15186596,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NE80IJQBY"
15186601,2,1,"NO DL","700065711"
15186603,1,1,"FAILURE TO DRIVE IN A SINGLE LANE","K009777"
15186610,1,1,"FAIL TO YIELD ROW LEAVING PRIVATE DRIVE","103415"
15186613,1,1,"UNSAFE SPEED","TX4NA70PRD3N"
15186613,1,1,"NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL","TX4NA70PRD3N"
15186622,1,1,"DRVING WHILE INTOXICATION","KPD 16-008321"
15186627,1,1,"WRONG SIDE OF ROAD- NOT PASSING","TX4NCA0HCM80"
15186634,1,1,"FLID-PRIVATE PROPERTY-UNATTENDED VEHICLE","776067"
15186636,1,1,"FMMVFR","782321"
15186636,1,1,"NO OPERATORS LICENSE","782321"
15186640,1,1,"NO OPERATOR LICENSE","783006"
15186640,1,1,"FMFR","783006"
15186646,1,1,"FAIL TO YIELD ROW-TURNING LEFT","TX4NDH0HHCPK"
15186651,1,1,"DRIVING WHILE LICENSE INVAILD","TX4NDI0HHCPN"
15186651,1,1,"FAIL TO CONTROL SPEED","TX4NDI0HHCPN"
15186652,1,1,"DRIVING WHILE INTOXICATED - 3RD/ SUBSEQUENT OFFENSE","TX4N8J0SLMF1"
15186658,1,1,"FAIL TO CONTROL SPEED","C0034822"
15186664,1,1,"EXPIRED DRIVERS LICENSE","TX4N8I0SMH64"
15186665,1,1,"FAIL TO CONTROL SPEED",""
15186678,1,1,"EXPIRED TEXAS DRIVER LICENSE","C21-717421"
15186691,1,1,"FMFR","KT265531"
15186691,1,1,"FAILED TO CONTROL SPEED","KT265531"
15186692,1,1,"DRIVING WHILE INTOXICATED (TXPC 49.04)","TX4NCC0YALP1"
15186692,1,1,"DRIVING WHILE LICENSE INVALID (TXTRC 521.457(E))","TX4NBE0YAL0U"
15186692,1,1,"FAIL TO IDENTIFY (TXPC 38.02(D)(1))","TX4NCC0YALP1"
15186700,1,1,"FAIL TO CONTROL SPEED","E24-713"
15186701,3,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NBD0NAL4U"
15186702,1,1,"FAIL TO CONTROL SPEED (TXTRC 545.351)","TX4NBI0YALOW"
15186708,1,1,"FAILURE TO CONTROL SPEED","444370"
15186710,1,1,"UNSAFE SPEED (TXTRC 545.351)","TX4NBJ0YALOZ"
15186710,1,1,"DRIVING WHILE LICENSE INVALID (TXTRC 521.457(E))","TX4NBJ0YALOZ"
15186710,1,1,"DRIVING WHILE INTOXICATED (TXPC 49.04)","TX4NBL0YALP0"
15186712,1,1,"FAIL TO CONTROL SPEED","EE762947"
15186713,2,1,"DRIVING WHILE INTOXICATED","TX4NE00ISW4W"
15186713,2,1,"DRIVING WHILE LICENSE INVALID","TX4NCH0ISW4B"
15186713,2,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NCH0ISW4B"
15186714,1,1,"UNSAFE SPEED","TX4NDN0ISW4V"
15186717,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","C21-600654"
15186717,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-600654"
15186722,2,1,"DISREGARD OFFICIAL TRAFFIC CONTROL DEVICE","TX4N8M0UMY9U"
15186730,1,1,"BACK WITHOUT SAFETY","1480972"
15186735,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4NBE0SMWDS"
15186735,1,1,"DRIVING WHILE LICENSE INVALID","TX4NBE0SMWDS"
15186739,1,1,"FT: CONTROL SPEED","T435575"
15186741,1,1,"FT CONT SPEED","4324722"
15186741,2,1,"FT CONT SPEED","4324723"
15186745,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSABILITY W/ PREV CONVICTION","TX4NDN0SUS2U"
15186745,1,1,"POSSESSION DANGEROUS DRUGS","TX4N910SUS2O"
15186745,1,1,"INTOXICATION MANSLAUGHTER","TX4N910SUS2M"
15186745,1,1,"INTOXICATION ASSAULT","TX4N910SUS2N"
15186747,1,1,"DWLI, EXPIRED REGISTRATION, WRONG SIDE OF STREET","KT288417"
15186759,1,1,"DRIVING WHILE INTOXICATED","1606-0513"
15186764,1,1,"NO OPERATOR'S LICENSE","KT311367"
15186767,1,1,"FAILED TO CONTROL SPEED","138980335"
15186770,1,1,"FAILED TO YIELD ROW TURNING LEFT",""
15186777,1,1,"IMRPOPER START FROM STOP","1459519"
15186778,1,1,"FAIL TO DRIVE SINGLE LANE","TX4N6C0SGT7N"
15186779,1,1,"FAIL TO CONTROL SPEED","TX4NBA0UTEY3"
15186782,3,1,"FAILED TO DRIVE IN A SINGLE LANE, NO D.L., FTMFR ( NO INS )","138979967"
15186786,1,1,"FAILED TO DRIVE IN A SINGLE LANE","138980344"
15186806,1,1,"DISREGARD WARNING SIGNS/BARRICADES(2ND SET)","TX4NDM0SLMG0"
15186806,1,1,"DISREGARD WARNING SIGNS/ BARRICADES(1ST SET)","TX4NDM0SLMGO"
15186806,1,1,"FAIL TO REPORT ACCIDENT","TX4NDM0SLMG0"
15186806,1,1,"UNSAFE SPEED","TX4NDM0SLMG0"
15186806,1,1,"DISREGARD WARNING SIGNS/BARRICADES(3RD SET)","TX4NDM0SLMG0"
15186807,1,1,"DWLI",""
15186811,1,1,"FAIL TO YIELD ROW AT STOP INTERSECTION","TX4N8H0SDJYW"
15186811,2,1,"DRIVING WHILE LICENSE SUSPENDED","TX4N8G0SDJYV"
15186830,1,1,"FAIL TO DRIVE IN A SINGLE MARKED LANE","1473149"
15186836,1,1,"DRIVE WRONG SIDE OF ROAD","18-952957.1"
15186836,1,1,"FTMFR","18-952957.2"
15186841,1,1,"FAIL TO YIELD RIGHT OF WAY- STOP SIGN","TX4NOEOFWOUP"
15186845,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4N9J0UOY7H"
15186845,2,1,"DRIVING WHILE LICENSE INVALID","TX4N9J0UOY7I"
15186851,1,1,"IMPROPER START FROM A PARKED POSITION","1461814"
15186854,1,1,"TURNED LEFT FROM WRONG LANE","351713"
15186854,1,1,"FAILED TO STOP AND GIVE INFORMATION","351713"
15186867,1,1,"FAILURE TO CONTROL SPEED","1470781"
15186870,1,1,"FAIL TO CONTROL SPEED","TX4N9G0TDDD5"
15186870,2,1,"NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL","TX4N9G0TDDD6"
15186871,1,1,"FAIL TO MAINTAIN SINGLE LANE","TX4N810UJW6X"
15186894,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NE80TBI29"
15186895,1,1,"BACKED WITHOUT  SAFETY","1474981"
15186895,2,1,"NO PROOF OF INSURANCE","1474980"
15186899,1,1,"CHANGED LANE WHEN UNSAFE","EE0914480"
15186903,1,1,"IMPROPER LANE CHANGE","1475028"
15186917,1,1,"FAILED TO YIELD RIGHT OF WAY  PRIVATE DRIVE","1472240"
15186918,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NDJ0PVIEI"
15186933,1,1,"FAIL TO CONTROL SPEED","TX4NA70FVFJM"
15186934,1,1,"NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL (TXTRC 512.021)","TX4N800TDDCH"
15186934,1,1,"DISREGARD WARNING SIGNS/BARRICADES (TXTRC 472.022(D))","TX4N800TDDCH"
15186934,1,1,"UNSAFE SPEED (TXTRC 545.351)","TX4N800TDDCH"
15186935,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX 4ND40IJVC1"
15186961,1,1,"FAILURE TO CONTROL SPEED","801075"
15186961,1,1,"FAILED TO DISPLAY DRIVER'S LICENSE","801075"
15186965,1,1,"FOLLOWED TOO CLOSELY, EXP. L.P.","1472911"
15186965,2,1,"EXP. D.L.","1472912"
15186972,1,1,"DRIVING WHILE INTOXICATED","16010210"
15186974,1,1,"TURNED LEFT FROM THE WRONG LANE","1465571"
15186988,1,1,"DUI-MINOR","TX4N6D0SLN16"
15186988,1,1,"UNSAFE SPEED","TX4N7A0SLN1D"
15186990,1,1,"DWI 1ST OFF.","TX4N8G0SLN1O"
15186991,3,1,"FAIL TO CONTROL SPEED","AT10396900"
15186992,1,1,"NO DRIVERS LICENSE","SO-EE786493"
15186992,1,1,"CHANGED LANE WHEN UNSAFE","SO-EE784693"
15186992,1,1,"FAIL TO CONTROL SPEED","SO-EE786493"
15186994,1,1,"UNSAFE SPEED","TX4NAE0SLN23"
15186999,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NA70UWZN0"
15187002,2,1,"FOLLOWING TOO CLOSELY","TX4NCI0UXWRH"
15187031,1,1,"FAIL TO REPORT NON-INJURY ACCIDENT","TX4N9L0NTE6V"
15187031,1,1,"UNSAFE SPEED","TX4N9L0NTE6V"
15187047,1,1,"FAILED TO YIELD ROW-RIGHT ON RED","138980353"
15187050,1,1,"NO LICENSE, NO INSURANCE, EXPIRED REGISTRATION","M076653"
15187053,1,1,"FAILED TO YIELD RIGHT OF WAY","E042149"
15187053,1,1,"NO DRIVERS LICENSE","E042149"
15187053,2,1,"DRIVING WHILE LICENSE INVALID","E042150"
15187062,2,1,"NO DRIVERS LICENSE","M055132B"
15187101,1,1,"DRIVING WHILE INTOXICATED","16065015"
15187108,1,1,"CHANGED LANES WHEN UNSAFE","1452472"
15187115,1,1,"FAIL TO CONTROL SPEED, STRIKE FIXED OBJECTS","16-52840"
15187132,1,1,"FAILED TO PASS TO LEFT SAFELY","E1298951"
15187149,1,1,"EXPIRED DRIVERS LICENSE",""
15187149,1,1,"FAIL TO DRIVE IN A SINGLE LANE",""
15187158,1,1,"FAIL TO YIELD ROW- STOP SIGN","TX4N8MOYBTJH"
15187160,1,1,"NO DRIVER LICENSE","TX4NAE0UQGW5"
15187160,1,1,"FAIL TO REPORT ACCIDENT","TX4NAE0UQGW5"
15187163,1,1,"FAIL TO CONTROL SPEED","E1158468"
15187169,1,1,"RAN RED LIGHT","E1266020"
15187171,3,1,"FAIL TO CONTROL SPEED","TX4N8E0UQGVW"
15187174,1,1,"FAIL TO YIELD ROW ( PRIVATE DRIVE)","E1224104"
15187178,1,1,"FAIL TO CONTROL SPEED","060162585"
15187183,1,1,"FOLLOW TOO CLOSE","E1073939"
15187192,1,1,"FAILURE TO CONTROL SPEED","KT338367"
15187192,2,1,"NO OPERATORS LICENSE","KT338366"
15187193,1,1,"FAIL TO CONTROL SPEED","EE0219239"
15187217,1,1,"FTROW STOP SIGN FROM PRIVATE DRIVE","A3804981"
15187249,1,1,"NO TX DL","14-773018"
15187249,1,1,"TURNED WHEN UNSAFE","14-773018"
15187251,1,1,"DRIVING WHILE INTOXICATED",""
15187255,1,1,"CHANGED LANES WHEN UNSAFE","E330812"
15187273,1,1,"UNSAFE TURN","SUMMONS"
15187273,2,1,"DRIVE IN CENTER LANE","SUMMONS"
15187274,1,1,"UNSAFE SPEED","TX4NBJ0PHN17"
15187274,1,1,"VIOLATE DRIVER LICENSE RESTRICTION ""B""  (LOFS 21 OR OVER)","TX4NBJ0PHN17"
15187285,1,1,"FAIL TO YIELD ROW TO AN EMERGENCY VEHICLE","TX4NE80UTIGI"
15187289,1,1,"FAIL TO CONTROL SPEED","TX4NEE0HGQ0W"
15187291,1,1,"UNSAFE LANE CHANGE","139012806"
15187299,3,1,"NO VALID TEXAS DRIVER'S LICENSE","E00-338541"
15187305,1,1,"LEAVING THE SCENE OF ACCIDENT","LPD136408"
15187306,1,1,"18-935057","F/T CONTROL SPEED"
15187309,2,1,"FAILED TO YIELD R.O.W - STOP SIGN","139184114"
15187320,1,1,"NO VALID TEXAS DRIVER'S LICENSE","P5481760"
